product_id,idea_text,gender,category,subcategory,fabric,theme,season,occasion,color,source_site,price,rating,review_count,scrape_date,success_score,success_label
P003553,"A vintage navy blue tank top for male designed for loungewear, made from linen, perfect for autumn.",male,topwear,tank top,linen,vintage,autumn,loungewear,navy blue,synthetic_v1,886.23,3.2,64,2026-06-29,61.1,low
P003554,"Designing a sage green organic cotton jewelry with a sustainable fashion aesthetic, ideal for wedding guest during monsoon.",female,accessories,jewelry,organic cotton,sustainable fashion,monsoon,wedding guest,sage green,synthetic_v1,2316.77,3.6,12,2026-06-29,59.36,low
P003555,"New male crop top idea: minimalist style, beige tone, satin material, built for wedding guest.",male,topwear,crop top,satin,minimalist,autumn,wedding guest,beige,synthetic_v1,1229.65,4.8,198,2026-06-29,77.78,high
P003556,"New male sports bra idea: preppy style, navy blue tone, chiffon material, built for party wear.",male,activewear,sports bra,chiffon,preppy,monsoon,party wear,navy blue,synthetic_v1,1807.3,3.8,31,2026-06-29,64.6,medium
P003557,"A spring collection blazer blending minimalist vibes with recycled polyester, in maroon, for female, suited to festive wear.",female,outerwear,blazer,recycled polyester,minimalist,spring,festive wear,maroon,synthetic_v1,1648.33,3.3,143,2026-06-29,68.89,high
P003558,"coastal grandma inspired wrap dress in sage green knit, targeted at male customers for party wear in autumn.",male,dresses,wrap dress,knit,coastal grandma,autumn,party wear,sage green,synthetic_v1,2577.91,4.2,25,2026-06-29,58.92,low
P003559,"korean fashion inspired sneakers in beige recycled polyester, targeted at female customers for date night in winter.",female,footwear,sneakers,recycled polyester,korean fashion,winter,date night,beige,synthetic_v1,1997.96,3.9,376,2026-06-29,80.14,high
P003560,"wedding season inspired kurti in sage green wool, targeted at male customers for beach wear in monsoon.",male,ethnic wear,kurti,wool,wedding season,monsoon,beach wear,sage green,synthetic_v1,779.69,4.2,239,2026-06-29,69.6,high
P003561,"New unisex jewelry idea: streetwear style, mustard yellow tone, bamboo fabric material, built for beach wear.",unisex,accessories,jewelry,bamboo fabric,streetwear,winter,beach wear,mustard yellow,synthetic_v1,2291.78,4.1,8,2026-06-29,65.45,medium
P003562,"A winter collection cargo pants blending festival wear vibes with cotton, in lavender, for unisex, suited to loungewear.",unisex,bottomwear,cargo pants,cotton,festival wear,winter,loungewear,lavender,synthetic_v1,2406.39,4.7,59,2026-06-29,65.43,medium
P003563,"coastal grandma inspired lehenga in coral chiffon, targeted at unisex customers for loungewear in winter.",unisex,ethnic wear,lehenga,chiffon,coastal grandma,winter,loungewear,coral,synthetic_v1,200.0,3.8,49,2026-06-29,57.13,low
P003564,"Designing a ivory leather boots with a coastal grandma aesthetic, ideal for casual daily wear during all-season.",female,footwear,boots,leather,coastal grandma,all-season,casual daily wear,ivory,synthetic_v1,1774.16,3.8,129,2026-06-29,62.76,low
P003565,"A monsoon collection sandals blending vintage vibes with polyester, in charcoal grey, for unisex, suited to travel.",unisex,footwear,sandals,polyester,vintage,monsoon,travel,charcoal grey,synthetic_v1,200.0,4.0,92,2026-06-29,63.53,medium
P003566,"indo-western inspired scarf in sage green wool, targeted at male customers for beach wear in winter.",male,accessories,scarf,wool,indo-western,winter,beach wear,sage green,synthetic_v1,518.08,3.7,368,2026-06-29,65.08,medium
P003567,"Minimal white scarf crafted in bamboo fabric with gothic influence, made for unisex shoppers, loungewear ready.",unisex,accessories,scarf,bamboo fabric,gothic,winter,loungewear,white,synthetic_v1,613.25,3.6,60,2026-06-29,50.22,low
P003568,"New male joggers idea: wedding season style, white tone, nylon material, built for casual daily wear.",male,bottomwear,joggers,nylon,wedding season,monsoon,casual daily wear,white,synthetic_v1,1341.38,3.7,238,2026-06-29,71.33,high
P003569,"Minimal pastel pink bomber jacket crafted in leather with formal office influence, made for male shoppers, wedding guest ready.",male,outerwear,bomber jacket,leather,formal office,all-season,wedding guest,pastel pink,synthetic_v1,1479.91,4.6,309,2026-06-29,72.1,high
P003570,"New unisex sports bra idea: preppy style, navy blue tone, satin material, built for casual daily wear.",unisex,activewear,sports bra,satin,preppy,summer,casual daily wear,navy blue,synthetic_v1,2668.19,4.1,172,2026-06-29,70.44,high
P003571,"A summer collection briefs blending indo-western vibes with polyester, in navy blue, for unisex, suited to gym and workout.",unisex,innerwear,briefs,polyester,indo-western,summer,gym and workout,navy blue,synthetic_v1,2185.11,4.3,54,2026-06-29,60.49,low
P003572,"A winter collection bomber jacket blending cottagecore vibes with linen, in sage green, for female, suited to gym and workout.",female,outerwear,bomber jacket,linen,cottagecore,winter,gym and workout,sage green,synthetic_v1,1576.31,3.8,141,2026-06-29,64.05,medium
P003573,"techwear inspired wrap dress in sage green nylon, targeted at unisex customers for beach wear in spring.",unisex,dresses,wrap dress,nylon,techwear,spring,beach wear,sage green,synthetic_v1,796.21,4.1,98,2026-06-29,67.01,medium
P003574,"vintage inspired heels in beige bamboo fabric, targeted at unisex customers for travel in monsoon.",unisex,footwear,heels,bamboo fabric,vintage,monsoon,travel,beige,synthetic_v1,2113.66,2.9,95,2026-06-29,58.72,low
P003575,"Minimal lavender shorts crafted in linen with techwear influence, made for male shoppers, office wear ready.",male,bottomwear,shorts,linen,techwear,monsoon,office wear,lavender,synthetic_v1,1419.64,3.5,160,2026-06-29,69.2,high
P003576,"coastal grandma inspired midi dress in olive green fleece, targeted at male customers for wedding guest in autumn.",male,dresses,midi dress,fleece,coastal grandma,autumn,wedding guest,olive green,synthetic_v1,2398.13,3.5,131,2026-06-29,62.1,low
P003577,"festival wear inspired midi dress in lavender denim, targeted at male customers for loungewear in all-season.",male,dresses,midi dress,denim,festival wear,all-season,loungewear,lavender,synthetic_v1,1593.39,3.5,61,2026-06-29,58.22,low
P003578,"New unisex trouser idea: old money style, charcoal grey tone, organic cotton material, built for date night.",unisex,bottomwear,trouser,organic cotton,old money,winter,date night,charcoal grey,synthetic_v1,200.0,4.6,423,2026-06-29,77.16,high
P003579,"A minimalist lavender salwar suit for male designed for office wear, made from cotton, perfect for summer.",male,ethnic wear,salwar suit,cotton,minimalist,summer,office wear,lavender,synthetic_v1,1653.96,3.8,23,2026-06-29,62.75,low
P003580,"Designing a navy blue leather yoga pants with a streetwear aesthetic, ideal for party wear during all-season.",unisex,activewear,yoga pants,leather,streetwear,all-season,party wear,navy blue,synthetic_v1,2402.02,5.0,376,2026-06-29,82.09,high
P003581,"sustainable fashion inspired polo in maroon knit, targeted at unisex customers for festive wear in autumn.",unisex,topwear,polo,knit,sustainable fashion,autumn,festive wear,maroon,synthetic_v1,200.0,4.5,279,2026-06-29,71.67,high
P003582,"A vintage white jeans for unisex designed for travel, made from organic cotton, perfect for monsoon.",unisex,bottomwear,jeans,organic cotton,vintage,monsoon,travel,white,synthetic_v1,2161.66,3.4,98,2026-06-29,68.06,medium
P003583,"New male bag idea: cottagecore style, white tone, wool material, built for date night.",male,accessories,bag,wool,cottagecore,monsoon,date night,white,synthetic_v1,200.0,4.6,18,2026-06-29,62.01,low
P003584,"New male tracksuit idea: preppy style, navy blue tone, silk material, built for gym and workout.",male,activewear,tracksuit,silk,preppy,summer,gym and workout,navy blue,synthetic_v1,1338.12,4.3,60,2026-06-29,69.37,high
P003585,"Minimal rust orange bag crafted in linen with coastal grandma influence, made for male shoppers, loungewear ready.",male,accessories,bag,linen,coastal grandma,spring,loungewear,rust orange,synthetic_v1,1095.61,3.1,336,2026-06-29,63.33,medium
P003586,"Minimal beige flats crafted in polyester with sustainable fashion influence, made for unisex shoppers, party wear ready.",unisex,footwear,flats,polyester,sustainable fashion,monsoon,party wear,beige,synthetic_v1,2258.64,4.6,40,2026-06-29,65.03,medium
P003587,"Minimal lavender loafers crafted in fleece with gothic influence, made for unisex shoppers, gym and workout ready.",unisex,footwear,loafers,fleece,gothic,all-season,gym and workout,lavender,synthetic_v1,606.19,4.0,175,2026-06-29,57.74,low
P003588,"Minimal white maxi dress crafted in rayon with indo-western influence, made for male shoppers, festive wear ready.",male,dresses,maxi dress,rayon,indo-western,all-season,festive wear,white,synthetic_v1,1617.23,4.5,49,2026-06-29,66.28,medium
P003589,"A all-season collection polo blending korean fashion vibes with knit, in charcoal grey, for male, suited to festive wear.",male,topwear,polo,knit,korean fashion,all-season,festive wear,charcoal grey,synthetic_v1,200.0,3.6,97,2026-06-29,68.48,high
P003590,"New male cap idea: y2k style, black tone, nylon material, built for gym and workout.",male,accessories,cap,nylon,y2k,spring,gym and workout,black,synthetic_v1,260.62,3.4,123,2026-06-29,67.53,medium
P003591,"boho inspired t-shirt in navy blue denim, targeted at female customers for party wear in autumn.",female,topwear,t-shirt,denim,boho,autumn,party wear,navy blue,synthetic_v1,1187.57,3.8,303,2026-06-29,72.95,high
P003592,"New male sunglasses idea: korean fashion style, mustard yellow tone, leather material, built for gym and workout.",male,accessories,sunglasses,leather,korean fashion,summer,gym and workout,mustard yellow,synthetic_v1,3071.41,4.4,180,2026-06-29,74.87,high
P003593,"old money inspired shirt in beige chiffon, targeted at male customers for travel in monsoon.",male,topwear,shirt,chiffon,old money,monsoon,travel,beige,synthetic_v1,1850.68,4.7,163,2026-06-29,76.95,high
P003594,"A spring collection sherwani blending festival wear vibes with nylon, in coral, for unisex, suited to gym and workout.",unisex,ethnic wear,sherwani,nylon,festival wear,spring,gym and workout,coral,synthetic_v1,404.8,4.5,46,2026-06-29,56.7,low
P003595,"indo-western inspired jewelry in powder blue bamboo fabric, targeted at male customers for loungewear in autumn.",male,accessories,jewelry,bamboo fabric,indo-western,autumn,loungewear,powder blue,synthetic_v1,1668.16,3.1,53,2026-06-29,60.39,low
P003596,"Minimal ivory blazer crafted in silk with festival wear influence, made for female shoppers, office wear ready.",female,outerwear,blazer,silk,festival wear,summer,office wear,ivory,synthetic_v1,2241.72,3.9,112,2026-06-29,60.72,low
P003597,"festival wear inspired saree in rust orange rayon, targeted at male customers for party wear in spring.",male,ethnic wear,saree,rayon,festival wear,spring,party wear,rust orange,synthetic_v1,2007.97,3.7,90,2026-06-29,57.82,low
P003598,"athleisure inspired leggings in beige knit, targeted at male customers for date night in monsoon.",male,bottomwear,leggings,knit,athleisure,monsoon,date night,beige,synthetic_v1,1314.87,4.0,26,2026-06-29,69.48,high
P003599,"Designing a coral nylon yoga pants with a minimalist aesthetic, ideal for wedding guest during monsoon.",male,activewear,yoga pants,nylon,minimalist,monsoon,wedding guest,coral,synthetic_v1,1487.02,4.3,112,2026-06-29,74.47,high
P003600,"New male boots idea: monsoon edit style, rust orange tone, knit material, built for casual daily wear.",male,footwear,boots,knit,monsoon edit,summer,casual daily wear,rust orange,synthetic_v1,401.09,3.7,205,2026-06-29,61.22,low
P003601,"New unisex shorts idea: streetwear style, maroon tone, velvet material, built for travel.",unisex,bottomwear,shorts,velvet,streetwear,all-season,travel,maroon,synthetic_v1,1429.86,4.4,9,2026-06-29,69.94,high
P003602,"A all-season collection boots blending cottagecore vibes with cotton, in coral, for male, suited to office wear.",male,footwear,boots,cotton,cottagecore,all-season,office wear,coral,synthetic_v1,2384.81,4.8,38,2026-06-29,64.04,medium
P003603,"New unisex kurti idea: old money style, lavender tone, chiffon material, built for date night.",unisex,ethnic wear,kurti,chiffon,old money,all-season,date night,lavender,synthetic_v1,2703.81,3.6,48,2026-06-29,66.72,medium
P003604,"New unisex heels idea: monsoon edit style, rust orange tone, chiffon material, built for wedding guest.",unisex,footwear,heels,chiffon,monsoon edit,spring,wedding guest,rust orange,synthetic_v1,1236.14,3.7,607,2026-06-29,62.21,low
P003605,"New female coat idea: vintage style, charcoal grey tone, polyester material, built for gym and workout.",female,outerwear,coat,polyester,vintage,spring,gym and workout,charcoal grey,synthetic_v1,2625.2,3.3,57,2026-06-29,59.18,low
P003606,"Minimal charcoal grey sherwani crafted in bamboo fabric with coastal grandma influence, made for female shoppers, casual daily wear ready.",female,ethnic wear,sherwani,bamboo fabric,coastal grandma,all-season,casual daily wear,charcoal grey,synthetic_v1,944.4,3.6,195,2026-06-29,58.84,low
P003607,"Designing a white polyester bra with a y2k aesthetic, ideal for office wear during all-season.",unisex,innerwear,bra,polyester,y2k,all-season,office wear,white,synthetic_v1,574.92,4.0,159,2026-06-29,65.88,medium
P003608,"Minimal maroon bag crafted in silk with boho influence, made for unisex shoppers, date night ready.",unisex,accessories,bag,silk,boho,summer,date night,maroon,synthetic_v1,2217.95,2.3,197,2026-06-29,60.77,low
P003609,"Minimal powder blue crop top crafted in satin with monsoon edit influence, made for male shoppers, gym and workout ready.",male,topwear,crop top,satin,monsoon edit,monsoon,gym and workout,powder blue,synthetic_v1,1731.42,4.6,48,2026-06-29,62.62,low
P003610,"gothic inspired jewelry in rust orange recycled polyester, targeted at female customers for festive wear in summer.",female,accessories,jewelry,recycled polyester,gothic,summer,festive wear,rust orange,synthetic_v1,1456.54,3.7,122,2026-06-29,56.05,low
P003611,"Minimal sage green windcheater crafted in wool with coastal grandma influence, made for female shoppers, date night ready.",female,outerwear,windcheater,wool,coastal grandma,spring,date night,sage green,synthetic_v1,1443.7,4.4,441,2026-06-29,65.53,medium
P003612,"New male boxers idea: streetwear style, olive green tone, silk material, built for casual daily wear.",male,innerwear,boxers,silk,streetwear,autumn,casual daily wear,olive green,synthetic_v1,3472.89,3.6,44,2026-06-29,63.63,medium
P003613,"Minimal powder blue gown crafted in fleece with gothic influence, made for male shoppers, gym and workout ready.",male,dresses,gown,fleece,gothic,all-season,gym and workout,powder blue,synthetic_v1,3152.6,3.6,122,2026-06-29,54.15,low
P003614,"New female scarf idea: y2k style, navy blue tone, silk material, built for office wear.",female,accessories,scarf,silk,y2k,spring,office wear,navy blue,synthetic_v1,618.72,4.3,87,2026-06-29,65.43,medium
P003615,"Minimal charcoal grey sports bra crafted in rayon with wedding season influence, made for male shoppers, wedding guest ready.",male,activewear,sports bra,rayon,wedding season,summer,wedding guest,charcoal grey,synthetic_v1,1440.49,3.4,52,2026-06-29,63.49,medium
P003616,"A techwear lavender leggings for male designed for travel, made from silk, perfect for winter.",male,bottomwear,leggings,silk,techwear,winter,travel,lavender,synthetic_v1,2159.28,3.8,63,2026-06-29,66.86,medium
P003617,"A summer collection t-shirt blending old money vibes with wool, in rust orange, for female, suited to loungewear.",female,topwear,t-shirt,wool,old money,summer,loungewear,rust orange,synthetic_v1,1155.04,4.5,297,2026-06-29,80.29,high
P003618,"Designing a pastel pink wool boxers with a boho aesthetic, ideal for casual daily wear during autumn.",female,innerwear,boxers,wool,boho,autumn,casual daily wear,pastel pink,synthetic_v1,1298.47,5.0,266,2026-06-29,66.64,medium
P003619,"A boho navy blue shift dress for female designed for beach wear, made from rayon, perfect for all-season.",female,dresses,shift dress,rayon,boho,all-season,beach wear,navy blue,synthetic_v1,1553.07,4.6,5,2026-06-29,57.84,low
P003620,"New female shorts idea: indo-western style, maroon tone, knit material, built for travel.",female,bottomwear,shorts,knit,indo-western,autumn,travel,maroon,synthetic_v1,1177.78,3.8,48,2026-06-29,65.92,medium
P003621,"New female joggers idea: sustainable fashion style, white tone, polyester material, built for travel.",female,bottomwear,joggers,polyester,sustainable fashion,monsoon,travel,white,synthetic_v1,200.0,5.0,92,2026-06-29,75.13,high
P003622,"New male belt idea: streetwear style, black tone, recycled polyester material, built for loungewear.",male,accessories,belt,recycled polyester,streetwear,spring,loungewear,black,synthetic_v1,200.0,3.6,32,2026-06-29,64.78,medium
P003623,"Designing a white rayon trouser with a festival wear aesthetic, ideal for office wear during monsoon.",male,bottomwear,trouser,rayon,festival wear,monsoon,office wear,white,synthetic_v1,3698.71,4.0,184,2026-06-29,63.48,medium
P003624,"A all-season collection leggings blending formal office vibes with rayon, in maroon, for male, suited to office wear.",male,bottomwear,leggings,rayon,formal office,all-season,office wear,maroon,synthetic_v1,1568.27,3.8,406,2026-06-29,70.15,high
P003625,"Minimal rust orange wrap dress crafted in cotton with techwear influence, made for male shoppers, office wear ready.",male,dresses,wrap dress,cotton,techwear,autumn,office wear,rust orange,synthetic_v1,852.99,5.0,102,2026-06-29,70.72,high
P003626,"Designing a pastel pink velvet denim jacket with a korean fashion aesthetic, ideal for date night during monsoon.",unisex,outerwear,denim jacket,velvet,korean fashion,monsoon,date night,pastel pink,synthetic_v1,614.35,4.9,206,2026-06-29,77.74,high
P003627,"New unisex sneakers idea: gothic style, beige tone, chiffon material, built for date night.",unisex,footwear,sneakers,chiffon,gothic,summer,date night,beige,synthetic_v1,1697.27,4.5,237,2026-06-29,68.07,medium
P003628,"indo-western inspired lehenga in sage green denim, targeted at unisex customers for loungewear in all-season.",unisex,ethnic wear,lehenga,denim,indo-western,all-season,loungewear,sage green,synthetic_v1,1848.72,4.2,11,2026-06-29,58.39,low
P003629,"A summer collection coat blending techwear vibes with organic cotton, in sage green, for unisex, suited to beach wear.",unisex,outerwear,coat,organic cotton,techwear,summer,beach wear,sage green,synthetic_v1,1404.1,3.5,8,2026-06-29,57.55,low
P003630,"New unisex denim jacket idea: monsoon edit style, lavender tone, recycled polyester material, built for party wear.",unisex,outerwear,denim jacket,recycled polyester,monsoon edit,autumn,party wear,lavender,synthetic_v1,1078.41,4.8,260,2026-06-29,67.78,medium
P003631,"New unisex t-shirt idea: festival wear style, lavender tone, knit material, built for casual daily wear.",unisex,topwear,t-shirt,knit,festival wear,monsoon,casual daily wear,lavender,synthetic_v1,2162.76,4.2,63,2026-06-29,66.36,medium
P003632,"coastal grandma inspired denim jacket in pastel pink linen, targeted at male customers for beach wear in autumn.",male,outerwear,denim jacket,linen,coastal grandma,autumn,beach wear,pastel pink,synthetic_v1,3032.03,3.8,45,2026-06-29,61.4,low
P003633,"techwear inspired coat in sage green linen, targeted at female customers for casual daily wear in winter.",female,outerwear,coat,linen,techwear,winter,casual daily wear,sage green,synthetic_v1,1689.34,3.6,56,2026-06-29,62.44,low
P003634,"Minimal maroon coat crafted in silk with gothic influence, made for unisex shoppers, beach wear ready.",unisex,outerwear,coat,silk,gothic,winter,beach wear,maroon,synthetic_v1,1718.87,4.4,87,2026-06-29,56.93,low
P003635,"New female sweater idea: korean fashion style, coral tone, recycled polyester material, built for travel.",female,topwear,sweater,recycled polyester,korean fashion,autumn,travel,coral,synthetic_v1,1394.9,3.6,93,2026-06-29,67.86,medium
P003636,"A winter collection tracksuit blending sustainable fashion vibes with polyester, in mustard yellow, for female, suited to beach wear.",female,activewear,tracksuit,polyester,sustainable fashion,winter,beach wear,mustard yellow,synthetic_v1,955.86,3.9,89,2026-06-29,69.14,high
P003637,"New female denim jacket idea: festival wear style, sage green tone, chiffon material, built for beach wear.",female,outerwear,denim jacket,chiffon,festival wear,summer,beach wear,sage green,synthetic_v1,2103.15,4.0,663,2026-06-29,67.75,medium
P003638,"New female cargo pants idea: athleisure style, pastel pink tone, leather material, built for beach wear.",female,bottomwear,cargo pants,leather,athleisure,spring,beach wear,pastel pink,synthetic_v1,1175.98,5.0,45,2026-06-29,76.7,high
P003639,"Minimal maroon hoodie crafted in recycled polyester with wedding season influence, made for unisex shoppers, festive wear ready.",unisex,topwear,hoodie,recycled polyester,wedding season,winter,festive wear,maroon,synthetic_v1,1065.18,3.5,109,2026-06-29,68.9,high
P003640,"A summer collection denim jacket blending techwear vibes with fleece, in pastel pink, for unisex, suited to gym and workout.",unisex,outerwear,denim jacket,fleece,techwear,summer,gym and workout,pastel pink,synthetic_v1,289.05,4.1,145,2026-06-29,70.08,high
P003641,"A monsoon collection jeans blending y2k vibes with cotton, in coral, for male, suited to office wear.",male,bottomwear,jeans,cotton,y2k,monsoon,office wear,coral,synthetic_v1,2273.31,4.3,39,2026-06-29,72.76,high
P003642,"Minimal mustard yellow sweater crafted in leather with monsoon edit influence, made for female shoppers, festive wear ready.",female,topwear,sweater,leather,monsoon edit,monsoon,festive wear,mustard yellow,synthetic_v1,1941.96,3.6,99,2026-06-29,57.83,low
P003643,"sustainable fashion inspired shirt in sage green velvet, targeted at unisex customers for gym and workout in all-season.",unisex,topwear,shirt,velvet,sustainable fashion,all-season,gym and workout,sage green,synthetic_v1,532.73,5.0,97,2026-06-29,74.03,high
P003644,"A all-season collection thermal wear blending wedding season vibes with rayon, in pastel pink, for unisex, suited to gym and workout.",unisex,innerwear,thermal wear,rayon,wedding season,all-season,gym and workout,pastel pink,synthetic_v1,1404.71,4.4,559,2026-06-29,65.73,medium
P003645,"A spring collection crop top blending gothic vibes with organic cotton, in white, for male, suited to date night.",male,topwear,crop top,organic cotton,gothic,spring,date night,white,synthetic_v1,810.17,2.7,124,2026-06-29,54.6,low
P003646,"New female bra idea: korean fashion style, ivory tone, velvet material, built for travel.",female,innerwear,bra,velvet,korean fashion,monsoon,travel,ivory,synthetic_v1,1178.4,4.4,59,2026-06-29,66.58,medium
P003647,"New female coat idea: boho style, black tone, polyester material, built for date night.",female,outerwear,coat,polyester,boho,spring,date night,black,synthetic_v1,2841.64,3.6,315,2026-06-29,64.75,medium
P003648,"Designing a coral recycled polyester bomber jacket with a formal office aesthetic, ideal for office wear during spring.",unisex,outerwear,bomber jacket,recycled polyester,formal office,spring,office wear,coral,synthetic_v1,2947.6,3.8,306,2026-06-29,68.87,high
P003649,"Designing a powder blue cotton cap with a festival wear aesthetic, ideal for office wear during autumn.",female,accessories,cap,cotton,festival wear,autumn,office wear,powder blue,synthetic_v1,859.75,3.8,86,2026-06-29,60.35,low
P003650,"A summer collection joggers blending korean fashion vibes with cotton, in charcoal grey, for male, suited to office wear.",male,bottomwear,joggers,cotton,korean fashion,summer,office wear,charcoal grey,synthetic_v1,1975.23,4.2,134,2026-06-29,76.56,high
P003651,"wedding season inspired lehenga in powder blue bamboo fabric, targeted at female customers for festive wear in winter.",female,ethnic wear,lehenga,bamboo fabric,wedding season,winter,festive wear,powder blue,synthetic_v1,1760.73,4.1,222,2026-06-29,65.74,medium
P003652,"New male cargo pants idea: monsoon edit style, charcoal grey tone, wool material, built for date night.",male,bottomwear,cargo pants,wool,monsoon edit,all-season,date night,charcoal grey,synthetic_v1,1840.47,3.2,106,2026-06-29,60.42,low
P003653,"New unisex midi dress idea: preppy style, sage green tone, nylon material, built for loungewear.",unisex,dresses,midi dress,nylon,preppy,winter,loungewear,sage green,synthetic_v1,3183.63,4.4,244,2026-06-29,71.6,high
P003654,"Designing a pastel pink organic cotton coat with a minimalist aesthetic, ideal for office wear during all-season.",unisex,outerwear,coat,organic cotton,minimalist,all-season,office wear,pastel pink,synthetic_v1,602.31,2.8,12,2026-06-29,58.76,low
P003655,"A formal office mustard yellow running tights for unisex designed for travel, made from silk, perfect for summer.",unisex,activewear,running tights,silk,formal office,summer,travel,mustard yellow,synthetic_v1,3016.08,3.7,49,2026-06-29,63.48,medium
P003656,"A autumn collection boxers blending y2k vibes with leather, in black, for male, suited to office wear.",male,innerwear,boxers,leather,y2k,autumn,office wear,black,synthetic_v1,2724.22,3.3,56,2026-06-29,59.49,low
P003657,"Designing a white recycled polyester yoga pants with a formal office aesthetic, ideal for gym and workout during autumn.",unisex,activewear,yoga pants,recycled polyester,formal office,autumn,gym and workout,white,synthetic_v1,1263.8,4.7,62,2026-06-29,69.36,high
P003658,"Minimal charcoal grey sherwani crafted in linen with old money influence, made for female shoppers, travel ready.",female,ethnic wear,sherwani,linen,old money,autumn,travel,charcoal grey,synthetic_v1,2295.41,4.0,12,2026-06-29,60.16,low
P003659,"A formal office sage green windcheater for female designed for festive wear, made from leather, perfect for monsoon.",female,outerwear,windcheater,leather,formal office,monsoon,festive wear,sage green,synthetic_v1,1685.46,3.3,29,2026-06-29,56.72,low
P003660,"Minimal charcoal grey jacket crafted in recycled polyester with wedding season influence, made for female shoppers, gym and workout ready.",female,outerwear,jacket,recycled polyester,wedding season,spring,gym and workout,charcoal grey,synthetic_v1,2172.48,4.0,78,2026-06-29,67.24,medium
P003661,"New male jewelry idea: techwear style, pastel pink tone, recycled polyester material, built for party wear.",male,accessories,jewelry,recycled polyester,techwear,autumn,party wear,pastel pink,synthetic_v1,2069.8,3.5,59,2026-06-29,63.48,medium
P003662,"A summer collection tank top blending minimalist vibes with silk, in navy blue, for male, suited to office wear.",male,topwear,tank top,silk,minimalist,summer,office wear,navy blue,synthetic_v1,2080.59,4.4,66,2026-06-29,71.68,high
P003663,"A boho mustard yellow thermal wear for unisex designed for loungewear, made from linen, perfect for monsoon.",unisex,innerwear,thermal wear,linen,boho,monsoon,loungewear,mustard yellow,synthetic_v1,1290.03,3.9,251,2026-06-29,60.33,low
P003664,"New unisex kurti idea: y2k style, lavender tone, silk material, built for date night.",unisex,ethnic wear,kurti,silk,y2k,monsoon,date night,lavender,synthetic_v1,2467.32,4.1,105,2026-06-29,69.24,high
P003665,"A monsoon edit maroon midi dress for unisex designed for date night, made from leather, perfect for monsoon.",unisex,dresses,midi dress,leather,monsoon edit,monsoon,date night,maroon,synthetic_v1,2254.57,4.2,68,2026-06-29,60.71,low
P003666,"techwear inspired heels in mustard yellow leather, targeted at unisex customers for festive wear in monsoon.",unisex,footwear,heels,leather,techwear,monsoon,festive wear,mustard yellow,synthetic_v1,2412.34,4.4,112,2026-06-29,67.57,medium
P003667,"New female mini dress idea: coastal grandma style, ivory tone, knit material, built for party wear.",female,dresses,mini dress,knit,coastal grandma,monsoon,party wear,ivory,synthetic_v1,200.0,4.6,20,2026-06-29,61.94,low
P003668,"New male salwar suit idea: coastal grandma style, navy blue tone, cotton material, built for casual daily wear.",male,ethnic wear,salwar suit,cotton,coastal grandma,monsoon,casual daily wear,navy blue,synthetic_v1,1975.49,3.0,115,2026-06-29,55.49,low
P003669,"streetwear inspired watch in navy blue linen, targeted at female customers for party wear in all-season.",female,accessories,watch,linen,streetwear,all-season,party wear,navy blue,synthetic_v1,2072.49,3.4,86,2026-06-29,69.4,high
P003670,"Designing a rust orange bamboo fabric sandals with a minimalist aesthetic, ideal for beach wear during autumn.",male,footwear,sandals,bamboo fabric,minimalist,autumn,beach wear,rust orange,synthetic_v1,1043.54,4.5,36,2026-06-29,68.7,high
P003671,"New male shirt idea: sustainable fashion style, ivory tone, bamboo fabric material, built for date night.",male,topwear,shirt,bamboo fabric,sustainable fashion,summer,date night,ivory,synthetic_v1,2541.57,4.0,294,2026-06-29,73.06,high
P003672,"Designing a ivory organic cotton boxers with a sustainable fashion aesthetic, ideal for date night during winter.",male,innerwear,boxers,organic cotton,sustainable fashion,winter,date night,ivory,synthetic_v1,1919.25,3.6,107,2026-06-29,60.95,low
P003673,"korean fashion inspired sherwani in ivory bamboo fabric, targeted at female customers for casual daily wear in winter.",female,ethnic wear,sherwani,bamboo fabric,korean fashion,winter,casual daily wear,ivory,synthetic_v1,1545.28,3.4,339,2026-06-29,67.35,medium
P003674,"Minimal navy blue kurti crafted in silk with gothic influence, made for male shoppers, beach wear ready.",male,ethnic wear,kurti,silk,gothic,winter,beach wear,navy blue,synthetic_v1,2311.02,3.9,22,2026-06-29,53.24,low
P003675,"Designing a mustard yellow velvet sherwani with a korean fashion aesthetic, ideal for festive wear during autumn.",unisex,ethnic wear,sherwani,velvet,korean fashion,autumn,festive wear,mustard yellow,synthetic_v1,1698.85,3.8,255,2026-06-29,68.17,medium
P003676,"Minimal navy blue blazer crafted in rayon with gothic influence, made for male shoppers, casual daily wear ready.",male,outerwear,blazer,rayon,gothic,all-season,casual daily wear,navy blue,synthetic_v1,1239.68,3.3,153,2026-06-29,55.57,low
P003677,"Designing a mustard yellow chiffon cap with a streetwear aesthetic, ideal for office wear during summer.",male,accessories,cap,chiffon,streetwear,summer,office wear,mustard yellow,synthetic_v1,776.29,4.0,150,2026-06-29,74.07,high
P003678,"Designing a mustard yellow chiffon watch with a indo-western aesthetic, ideal for gym and workout during spring.",unisex,accessories,watch,chiffon,indo-western,spring,gym and workout,mustard yellow,synthetic_v1,642.82,4.3,463,2026-06-29,71.61,high
